SCO_id,CRISPRi_positions,GeneID,Entry.x,Reviewed.x,Entry Name.x,Protein names.x,Gene_Names_Original.x,Length.x,Gene Names (synonym).x,Entry.y,Reviewed.y,Entry Name.y,Protein names.y,Gene_Names_Original.y,Length.y,Gene Names (synonym).y,KEGG_ID,GO_Terms,GO_Count,Metabolic_Pathways,Pathway_Count,Regulating_TFs,TF_Count,Is_TF,Regulates_Genes,Target_Count,Has_UniProt,Has_KEGG,Has_GO,Has_Pathway,Has_TF_Regulation,Annotation_Score,In_Carbon_Metabolism,In_Amino_Acid_Metabolism,In_Secondary_Metabolism,In_Actinorhodin,In_Prodigiosin,In_Calcium_Dependent_Antibiotic,In_Coelimycin_P1,In_Methylenomycin,In_Desferrioxamine,Functional_Class
SCO5216,LIB#1:F7; LIB#1:F8,SCO5216,Q7AKG9,reviewed,SIGR_STRCO,ECF RNA polymerase sigma factor SigR (ECF sigma factor SigR) (Alternative RNA polymerase sigma factor SigR) (RNA polymerase sigma-R factor) (Sigma-R factor),sigR SCO5216,227.0,,Q7AKG9,reviewed,SIGR_STRCO,ECF RNA polymerase sigma factor SigR (ECF sigma factor SigR) (Alternative RNA polymerase sigma factor SigR) (RNA polymerase sigma-R factor) (Sigma-R factor),sigR SCO5216,227.0,,sco:SCO5216,GO:0003677;GO:0003700;GO:0016987;GO:0006352;GO:0006355,5,,0,"SCO4391,SCO5574,SCO7552",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4767,LIB#11:E11; LIB#11:F11,SCO4767,Q7AKI9,reviewed,WHID_STRCO,Transcriptional regulator WhiD (Transcriptional regulator WhiB3),whiD wblB whiB3 SCO4767,112.0,wblB whiB3,Q7AKI9,reviewed,WHID_STRCO,Transcriptional regulator WhiD (Transcriptional regulator WhiB3),whiD wblB whiB3 SCO4767,112.0,wblB whiB3,sco:SCO4767,,0,,0,"SCO0344,SCO3943,SCO6003,SCO7624",4,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1644,,SCO1644,Q7AKQ5,reviewed,PSB_STRCO,Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB),prcB SCO1644 SCI41.27,281.0,,Q7AKQ5,reviewed,PSB_STRCO,Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB),prcB SCO1644 SCI41.27,281.0,,sco:SCO1644,GO:0051603;GO:0005839;GO:0004298;GO:0010498,4,Proteasome - Streptomyces coelicolor (path:sco03050),1,"SCO1289,SCO2209,SCO4385,SCO5082",4,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO1675,,SCO1675,Q9AD92,reviewed,CHPH_STRCO,Chaplin-H,chpH SCO1675,77.0,,Q9AD92,reviewed,CHPH_STRCO,Chaplin-H,chpH SCO1675,77.0,,sco:SCO1675,,0,,0,SCO6003,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO4901,,SCO4901,Q9AK25,reviewed,ADD1_STRCO,Adenosine deaminase 1 (ADA 1) (EC 3.5.4.4) (Adenosine aminohydrolase 1),add1 add5 SCO4901 2SCK8.27,396.0,add5,Q9AK25,reviewed,ADD1_STRCO,Adenosine deaminase 1 (ADA 1) (EC 3.5.4.4) (Adenosine aminohydrolase 1),add1 add5 SCO4901 2SCK8.27,396.0,add5,sco:SCO4901,GO:0019239;GO:0004000;GO:0009168,3,Purine metabolism - Streptomyces coelicolor (path:sco00230); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Nucleotide metabolism - Streptomyces coelicolor (path:sco01232),3,"SCO1289,SCO3694,SCO3699,SCO4158,SCO4385,SCO4482,SCO5209,SCO5803,SCO6003,SCO7562,SCO7694",11,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO7548,,SCO7548,Q9F3C7,reviewed,FGE_STRCO,Formylglycine-generating enzyme (FGE) (sc-FGE) (EC 1.8.3.7),SCO7548,314.0,,Q9F3C7,reviewed,FGE_STRCO,Formylglycine-generating enzyme (FGE) (sc-FGE) (EC 1.8.3.7),SCO7548,314.0,,sco:SCO7548,,0,Lysosome - Streptomyces coelicolor (path:sco04142),1,"SCO4167,SCO5574",2,False,,0,False,True,False,True,False,2,False,False,False,False,False,False,False,False,False,
SCO1207,,SCO1207,Q9FCA6,reviewed,C1582_STRCO,Biflaviolin synthase CYP158A2 (EC 1.14.19.69) (Cytochrome P450 158A2) (CYP158A2),cyp158a2 SCO1207,404.0,,Q9FCA6,reviewed,C1582_STRCO,Biflaviolin synthase CYP158A2 (EC 1.14.19.69) (Cytochrome P450 158A2) (CYP158A2),cyp158a2 SCO1207,404.0,,sco:SCO1207,GO:0004497;GO:0005506;GO:0016705;GO:0020037,4,,0,SCO3943,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO4827,,SCO4827,Q9K3J3,reviewed,MDH_STRCO,Malate dehydrogenase (EC 1.1.1.37),mdh SCO4827 SC2A6.12,329.0,,Q9K3J3,reviewed,MDH_STRCO,Malate dehydrogenase (EC 1.1.1.37),mdh SCO4827 SC2A6.12,329.0,,sco:SCO4827,GO:0016615;GO:0006108;GO:0016616;GO:0019752,4,Citrate cycle (TCA cycle) - Streptomyces coelicolor (path:sco00020); Cysteine and methionine metabolism - Streptomyces coelicolor (path:sco00270); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Methane metabolism - Streptomyces coelicolor (path:sco00680); Carbon fixation by Calvin cycle - Streptomyces coelicolor (path:sco00710); Other carbon fixation pathways - Streptomyces coelicolor (path:sco00720); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200),11,"SCO2442,SCO3133,SCO3173,SCO4091,SCO7585",5,False,,0,False,True,True,True,False,3,True,True,True,False,False,False,False,False,False,Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism
SCO5223,,SCO5223,Q9K498,reviewed,EIZFM_STRCO,Bifunctional albaflavenone monooxygenase/terpene synthase (Cytochrome P450 170A1) (CYP170A1) [Includes: Epi-isozizaene 5-monooxygenase (EC 1.14.15.39); Beta-farnesene synthase (EC 4.2.3.47)],SCO5223,461.0,,Q9K498,reviewed,EIZFM_STRCO,Bifunctional albaflavenone monooxygenase/terpene synthase (Cytochrome P450 170A1) (CYP170A1) [Includes: Epi-isozizaene 5-monooxygenase (EC 1.14.15.39); Beta-farnesene synthase (EC 4.2.3.47)],SCO5223,461.0,,sco:SCO5223,GO:0004497;GO:0005506;GO:0016705;GO:0020037,4,Sesquiterpenoid and triterpenoid biosynthesis - Streptomyces coelicolor (path:sco00909); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),2,"SCO0485,SCO2792,SCO4261,SCO4485,SCO7552",5,False,,0,False,True,True,True,False,3,False,False,True,False,False,False,False,False,False,Secondary Metabolism
SCO1480,LIB#1:A7; LIB#1:A8,SCO1480,Q9KXR9,reviewed,IHF_STRCO,Integration host factor (Streptomyces integration host factor) (sIHF),sihF SC9C5.04c SCO1480,107.0,SC9C5.04c,Q9KXR9,reviewed,IHF_STRCO,Integration host factor (Streptomyces integration host factor) (sIHF),sihF SC9C5.04c SCO1480,107.0,SC9C5.04c,sco:SCO1480,GO:0003723;GO:0003735;GO:0006412;GO:0005840;GO:0003676,5,,0,SCO7140,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO2705,,SCO2705,Q9KYG7,reviewed,CHPF_STRCO,Chaplin-F (Chaplin-G),chpF chpG SCO2705,88.0,chpG,Q9KYG7,reviewed,CHPF_STRCO,Chaplin-F (Chaplin-G),chpF chpG SCO2705,88.0,chpG,sco:SCO2705,,0,,0,"SCO0605,SCO0610,SCO2213,SCO3914,SCO4167,SCO5552,SCO5611,SCO5982,SCO6675",9,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6962,,SCO6962,Q9KZC7,reviewed,GLNA3_STRCO,Gamma-glutamylpolyamine synthetase GlnA3 (EC 6.3.1.-),glnA3 SCO6962,466.0,,Q9KZC7,reviewed,GLNA3_STRCO,Gamma-glutamylpolyamine synthetase GlnA3 (EC 6.3.1.-),glnA3 SCO6962,466.0,,sco:SCO6962,GO:0004356,1,"Arginine biosynthesis - Streptomyces coelicolor (path:sco00220); Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor (path:sco00250); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Nitrogen metabolism - Streptomyces coelicolor (path:sco00910); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230); Two-component system - Streptomyces coelicolor (path:sco02020)",9,"SCO0582,SCO1289,SCO2280,SCO6733",4,False,,0,False,True,True,True,False,3,False,True,True,False,False,False,False,False,False,Amino Acid Metabolism; Secondary Metabolism
SCO6998,,SCO6998,Q9KZF5,reviewed,C1581_STRCO,Biflaviolin synthase CYP158A1 (EC 1.14.19.69) (Cytochrome P450 158A1) (CYP158A1),cyp158a1 SCO6998,407.0,,Q9KZF5,reviewed,C1581_STRCO,Biflaviolin synthase CYP158A1 (EC 1.14.19.69) (Cytochrome P450 158A1) (CYP158A1),cyp158a1 SCO6998,407.0,,sco:SCO6998,GO:0004497;GO:0005506;GO:0016705;GO:0020037,4,,0,"SCO2280,SCO4421,SCO5574,SCO5611,SCO7086",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5461,,SCO5461,Q9L1E4,reviewed,SCARP_STRCO,Guanine-specific ADP-ribosyl transferase (EC 2.4.2.-) (NAD(+):guanine-N2-ADP-D-ribosyltransferase) (S.coelicolor ADP-ribosylating protein) (ScARP),SCO5461,204.0,,Q9L1E4,reviewed,SCARP_STRCO,Guanine-specific ADP-ribosyl transferase (EC 2.4.2.-) (NAD(+):guanine-N2-ADP-D-ribosyltransferase) (S.coelicolor ADP-ribosylating protein) (ScARP),SCO5461,204.0,,sco:SCO5461,,0,,0,"SCO2869,SCO4118",2,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO2717,,SCO2717,Q9L1J9,reviewed,CHPD_STRCO,Chaplin-D,chpD SCO2717,75.0,,Q9L1J9,reviewed,CHPD_STRCO,Chaplin-D,chpD SCO2717,75.0,,sco:SCO2717,,0,,0,"SCO4385,SCO4450",2,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5443,,SCO5443,Q9L1K2,reviewed,GLGE1_STRCO,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 (GMPMT 1) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase 1)",glgE1 pep1 pep1A pep1I SCO5443 SC6A11.19c,675.0,pep1 pep1A pep1I,Q9L1K2,reviewed,GLGE1_STRCO,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 (GMPMT 1) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase 1)",glgE1 pep1 pep1A pep1I SCO5443 SC6A11.19c,675.0,pep1 pep1A pep1I,sco:SCO5443,GO:0004553;GO:0016757;GO:0005975,3,Starch and sucrose metabolism - Streptomyces coelicolor (path:sco00500); Metabolic pathways - Streptomyces coelicolor (path:sco01100),2,"SCO3291,SCO4482,SCO7585",3,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO5426,,SCO5426,Q9L1L8,reviewed,PFKA2_STRCO,ATP-dependent 6-phosphofructokinase 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (Phosphohexokinase 2),pfkA2 pfk2 SCO5426 SC6A11.02,341.0,pfk2,Q9L1L8,reviewed,PFKA2_STRCO,ATP-dependent 6-phosphofructokinase 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (Phosphohexokinase 2),pfkA2 pfk2 SCO5426 SC6A11.02,341.0,pfk2,sco:SCO5426,GO:0003872;GO:0006096;GO:0047334;GO:0006002;GO:0005524;GO:0008443,6,Glycolysis / Gluconeogenesis - Streptomyces coelicolor (path:sco00010); Pentose phosphate pathway - Streptomyces coelicolor (path:sco00030); Fructose and mannose metabolism - Streptomyces coelicolor (path:sco00051); Galactose metabolism - Streptomyces coelicolor (path:sco00052); Methane metabolism - Streptomyces coelicolor (path:sco00680); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230),10,"SCO1289,SCO5082",2,False,,0,False,True,True,True,False,3,True,False,True,False,False,False,False,False,False,Carbon Metabolism; Secondary Metabolism
SCO1541,,SCO1541,Q9L268,reviewed,SSGB_STRCO,Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B),ssgB SCO1541,137.0,,Q9L268,reviewed,SSGB_STRCO,Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B),ssgB SCO1541,137.0,,sco:SCO1541,GO:0051301,1,,0,"SCO0940,SCO4445,SCO5209,SCO7562",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO2241,,SCO2241,Q9RDS6,reviewed,GLNA2_STRCO,Gamma-glutamylpolyamine synthetase GlnA2 (EC 6.3.1.-),glnA2 SCO2241,453.0,,Q9RDS6,reviewed,GLNA2_STRCO,Gamma-glutamylpolyamine synthetase GlnA2 (EC 6.3.1.-),glnA2 SCO2241,453.0,,sco:SCO2241,GO:0004356,1,"Arginine biosynthesis - Streptomyces coelicolor (path:sco00220); Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor (path:sco00250); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Nitrogen metabolism - Streptomyces coelicolor (path:sco00910); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230); Two-component system - Streptomyces coelicolor (path:sco02020)",9,"SCO0640,SCO1289,SCO5803",3,False,,0,False,True,True,True,False,3,False,True,True,False,False,False,False,False,False,Amino Acid Metabolism; Secondary Metabolism
SCO0560,,SCO0560,Q9RJH9,reviewed,KATG_STRCO,Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase),katG catC cpeB SCO0560 SCF73.07c,740.0,catC cpeB,Q9RJH9,reviewed,KATG_STRCO,Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase),katG catC cpeB SCO0560 SCF73.07c,740.0,catC cpeB,sco:SCO0560,GO:0004601;GO:0020037;GO:0006979;GO:0004096,4,Phenylalanine metabolism - Streptomyces coelicolor (path:sco00360); Tryptophan metabolism - Streptomyces coelicolor (path:sco00380); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),4,SCO7056,1,False,,0,False,True,True,True,False,3,False,True,True,False,False,False,False,False,False,Amino Acid Metabolism; Secondary Metabolism
SCO1421,,SCO1421,Q9RKY0,reviewed,RBPA_STRCO,RNA polymerase-binding protein RbpA,rbpA SCO1421,124.0,,Q9RKY0,reviewed,RBPA_STRCO,RNA polymerase-binding protein RbpA,rbpA SCO1421,124.0,,sco:SCO1421,GO:0001000;GO:0045893,2,,0,"SCO3932,SCO5942",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1725,,SCO1725,Q9S2A5,reviewed,LIP1_STRCO,Lipase 1 (EC 3.1.1.3) (Arylesterase) (EC 3.1.1.-),SCO1725 SCI11.14c,268.0,,Q9S2A5,reviewed,LIP1_STRCO,Lipase 1 (EC 3.1.1.3) (Arylesterase) (EC 3.1.1.-),SCO1725 SCI11.14c,268.0,,sco:SCO1725,GO:0016788,1,,0,"SCO1430,SCO3144,SCO4167,SCO5611,SCO6003",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO3323,LIB#1:D3; LIB#1:D4,SCO3323,Q9WX11,reviewed,BLDN_STRCO,ECF RNA polymerase sigma factor BldN (Sigma BldN) (Alternative RNA polymerase sigma factor BldN),bldN whiN SCO3323 SCE68.21,264.0,whiN,Q9WX11,reviewed,BLDN_STRCO,ECF RNA polymerase sigma factor BldN (Sigma BldN) (Alternative RNA polymerase sigma factor BldN),bldN whiN SCO3323 SCE68.21,264.0,whiN,sco:SCO3323,,0,,0,SCO2209,1,False,,0,False,True,False,False,True,2,False,False,False,False,False,False,False,False,False,
SCO6073,,SCO6073,Q9X839,reviewed,CYC2_STRCO,Germacradienol/geosmin synthase [Includes: Germacradienol/germacrene D synthase (EC 4.2.3.22) (EC 4.2.3.75) (Sesquiterpene cyclase) (Sesquiterpene synthase); Geosmin synthase (EC 4.1.99.16)],cyc2 SCO6073 SC9B1.20,726.0,,Q9X839,reviewed,CYC2_STRCO,Germacradienol/geosmin synthase [Includes: Germacradienol/germacrene D synthase (EC 4.2.3.22) (EC 4.2.3.75) (Sesquiterpene cyclase) (Sesquiterpene synthase); Geosmin synthase (EC 4.1.99.16)],cyc2 SCO6073 SC9B1.20,726.0,,sco:SCO6073,,0,Sesquiterpenoid and triterpenoid biosynthesis - Streptomyces coelicolor (path:sco00909); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,"SCO1430,SCO2994",2,False,,0,False,True,False,True,False,2,False,False,True,False,False,False,False,False,False,Secondary Metabolism
